Company Name,year,ROA,Cash,wc,Inventory,Inventory^2,PPE,Debt,,"Note: This data is only IE 302's final project, and it can't be shared via any platform, including web-based systems, due to confidentiality and registered trademark restrictions."
PARK ELEKTRIK URETIM MADENCI,2000,0.203090202,0.000869782,0.070123353,0.32442387,0.105250847,0.295834746,0.357068565,,
PARK ELEKTRIK URETIM MADENCI,2001,0.248431388,0.008862843,0.35541377,0.046633431,0.002174677,0.186575343,0.546278443,,
PARK ELEKTRIK URETIM MADENCI,2002,0.239677732,0.00154515,0.512606699,0.015842591,0.000250988,0.136045396,0.764111413,,
PARK ELEKTRIK URETIM MADENCI,2003,0.074884847,0.003767791,0.569077739,0.004125731,1.70217E-05,0.166884885,0.846641485,,
PARK ELEKTRIK URETIM MADENCI,2004,-0.014492303,0.015114735,0.646987427,0.005124694,2.62625E-05,0.181418316,0.917942653,,
PARK ELEKTRIK URETIM MADENCI,2005,0.083036106,0.29989458,0.311077923,0.008108583,6.57491E-05,0.199385048,0.878371255,,
PARK ELEKTRIK URETIM MADENCI,2006,0.161888521,0.099639022,0.430850059,0.034836641,0.001213592,0.203556677,0.663284948,,
PARK ELEKTRIK URETIM MADENCI,2007,0.100681864,0.164446367,0.495623855,0.044575616,0.001986986,0.194672298,0.729976593,,
PARK ELEKTRIK URETIM MADENCI,2008,0.263719184,0.00992088,0.610646884,0.026826904,0.000719683,0.149229061,0.787372465,,
PARK ELEKTRIK URETIM MADENCI,2009,0.057875122,0.000309827,0.626187547,0.020436678,0.000417658,0.172392015,0.91070721,,
PARK ELEKTRIK URETIM MADENCI,2010,0.098963187,0.058651557,0.665168515,0.037673002,0.001419255,0.150537577,0.912097217,,
PARK ELEKTRIK URETIM MADENCI,2011,0.208418026,0.106950159,0.544145473,0.077431709,0.00599567,0.126301373,0.916036637,,
PARK ELEKTRIK URETIM MADENCI,2012,0.213234593,0.406003116,0.525266655,0.087511326,0.007658232,0.133846111,0.89508258,,
PARK ELEKTRIK URETIM MADENCI,2013,0.118546757,0.003572511,0.466756136,0.040612274,0.001649357,0.137575041,0.89048466,,
PARK ELEKTRIK URETIM MADENCI,2014,0.036980671,0.018804834,0.468517628,0.054198553,0.002937483,0.196145768,0.901337883,,
PARK ELEKTRIK URETIM MADENCI,2015,0.055207251,4.72099E-05,0.342760835,0.086267586,0.007442096,0.203993957,0.824713436,,
PARK ELEKTRIK URETIM MADENCI,2016,-0.040402408,0.006008533,0.17839963,0.107593926,0.011576453,0.388266709,0.876642789,,
PARK ELEKTRIK URETIM MADENCI,2017,-0.009578818,0.000157264,0.366129381,0.003039079,9.236E-06,0.021982264,0.903934055,,
PARK ELEKTRIK URETIM MADENCI,2018,0.074480321,0.000335154,0.01888668,0.002452717,6.01582E-06,0.007864689,0.919921087,,
PARK ELEKTRIK URETIM MADENCI,2019,0.007179456,0.011002008,0.011812906,0.001662518,2.76397E-06,0.012487474,0.866470965,,
PARK ELEKTRIK URETIM MADENCI,2020,0.075860582,0.061508615,0.092468916,0.003135188,9.8294E-06,0.12760139,0.898464804,,
PARK ELEKTRIK URETIM MADENCI,2021,0.230843622,0.010828894,0.007209312,0.005878543,3.45573E-05,0.121625583,0.867683033,,
PARK ELEKTRIK URETIM MADENCI,2022,0.26309873,0.09839549,0.054405031,0.008676547,7.52825E-05,0.162599966,0.858755459,,
PARK ELEKTRIK URETIM MADENCI,2023,0.109674057,0.024614382,0.080735316,0.013408238,0.000179781,0.301163384,0.893301657,,
PARK ELEKTRIK URETIM MADENCI,2024,0.017099615,0.020160392,0.05561062,0.014455526,0.000208962,0.408903102,0.891609189,,
TURKCELL ILETISIM HIZMET,2000,0.058664528,0.093532171,-0.014377645,0.004221966,1.7825E-05,0.513644296,0.333293607,,
TURKCELL ILETISIM HIZMET,2001,-0.052824301,0.068753123,-0.070338511,0.003437175,1.18142E-05,0.501901702,0.363717579,,
TURKCELL ILETISIM HIZMET,2002,0.014651648,0.121871611,-0.064792471,0.001921452,3.69198E-06,0.462309026,0.411637508,,
TURKCELL ILETISIM HIZMET,2003,0.055637136,0.052376228,-0.09615039,0.002384593,5.68628E-06,0.330640517,0.400414291,,
TURKCELL ILETISIM HIZMET,2004,0.117349846,0.175128173,0.006624331,0.002982233,8.89371E-06,0.296104526,0.469921451,,
TURKCELL ILETISIM HIZMET,2005,0.20676627,0.180473299,0.050725352,0.002087803,4.35892E-06,0.366334301,0.63101679,,
TURKCELL ILETISIM HIZMET,2006,0.143765041,0.262513886,0.089731983,0.001809274,3.27347E-06,0.314790545,0.676214482,,
TURKCELL ILETISIM HIZMET,2007,0.159423151,0.365483905,0.213920316,0.002765837,7.64985E-06,0.262354815,0.700339212,,
TURKCELL ILETISIM HIZMET,2008,0.227669912,0.404043369,0.243565695,0.002411648,5.81605E-06,0.259802829,0.674726441,,
TURKCELL ILETISIM HIZMET,2009,0.117371469,0.332106396,0.210024584,0.003026039,9.15691E-06,0.284549789,0.632587601,,
TURKCELL ILETISIM HIZMET,2010,0.119472009,0.337142488,0.267967368,0.002489749,6.19885E-06,0.313237182,0.636434483,,
TURKCELL ILETISIM HIZMET,2011,0.08261627,0.275698853,0.263808275,0.002865103,8.20881E-06,0.297797479,0.629929702,,
TURKCELL ILETISIM HIZMET,2012,0.110541726,0.374523191,0.298777591,0.004664876,2.17611E-05,0.292008975,0.683008949,,
TURKCELL ILETISIM HIZMET,2013,0.123155779,0.381915798,0.344493804,0.003293512,1.08472E-05,0.275535219,0.692290846,,
TURKCELL ILETISIM HIZMET,2014,0.084648195,0.381185036,0.350994293,0.003010119,9.06082E-06,0.248735573,0.705262752,,
TURKCELL ILETISIM HIZMET,2015,0.079051152,0.111471553,0.095112236,0.002882308,8.3077E-06,0.260343605,0.549920996,,
TURKCELL ILETISIM HIZMET,2016,0.049173805,0.191529169,0.189618925,0.00417634,1.74418E-05,0.259356456,0.508491033,,
TURKCELL ILETISIM HIZMET,2017,0.058239706,0.13866953,0.142581253,0.003063403,9.38444E-06,0.28442336,0.442730868,,
TURKCELL ILETISIM HIZMET,2018,0.047259488,0.173487461,0.154262097,0.004219171,1.78014E-05,0.298511304,0.375387601,,
TURKCELL ILETISIM HIZMET,2019,0.05411905,0.223968514,0.146048838,0.003902419,1.52289E-05,0.311530018,0.395558436,,
TURKCELL ILETISIM HIZMET,2020,0.082276082,0.230309225,0.175114396,0.003955755,1.5648E-05,0.316182759,0.403603623,,
TURKCELL ILETISIM HIZMET,2021,0.071178691,0.2635536,0.17571867,0.003685983,1.35865E-05,0.296910615,0.319205268,,
TURKCELL ILETISIM HIZMET,2022,0.109151378,0.256364232,0.173287116,0.002742019,7.51867E-06,0.246545105,0.305091695,,
TURKCELL ILETISIM HIZMET,2023,0.042837055,0.202274743,0.181390266,0.002187549,4.78537E-06,0.294582154,0.494711106,,
TURKCELL ILETISIM HIZMET,2024,0.032228428,0.200230075,0.066396331,0.001959508,3.83967E-06,0.333452646,0.543072235,,
AKSA,2000,0.132709923,0.052338612,0.46296426,0.153256772,0.023487638,0.141718184,0.585397862,,
AKSA,2001,0.232822561,0.169510065,0.471636635,0.148009744,0.021906884,0.113150608,0.563481625,,
AKSA,2002,0.191803886,0.255106066,0.374117991,0.139008763,0.019323436,0.192899509,0.574294569,,
AKSA,2003,15545.93103,0.221563244,0.296618961,0.049223346,0.002422938,0.44745055,0.789007587,,
AKSA,2004,0.022754586,0,0.311870087,0.085486187,0.007307888,0.383617326,0.772146894,,
AKSA,2005,-0.000568415,0.106895618,0.278921098,0.07509052,0.005638586,0.496089143,0.74878894,,
AKSA,2006,0.037070992,0.115768592,0.289843988,0.087065142,0.007580339,0.402096198,0.657478434,,
AKSA,2007,0.004967744,0.065425991,0.335655488,0.148196877,0.021962314,0.399713184,0.702787243,,
AKSA,2008,0.064606144,0.056344618,0.303438064,0.08856395,0.007843573,0.402787279,0.632007188,,
AKSA,2009,0.039633355,0.087660327,0.224886391,0.092278185,0.008515263,0.437179619,0.59707666,,
AKSA,2010,0.041738109,0.047464056,0.195450445,0.117371231,0.013776006,0.484907668,0.57087634,,
AKSA,2011,0.058726283,0.051499336,0.202836197,0.115804825,0.013410757,0.507644177,0.51492498,,
AKSA,2012,0.106613803,0.090864482,0.168702263,0.105934272,0.01122207,0.396950845,0.623601438,,
AKSA,2013,0.077657657,0.128730049,0.132829728,0.102226479,0.010450253,0.37453584,0.578208826,,
AKSA,2014,0.081503354,0.096339208,0.11273357,0.118298454,0.013994524,0.339596059,0.557220611,,
AKSA,2015,0.088495281,0.152084558,0.143933099,0.082106407,0.006741462,0.31878886,0.55392833,,
AKSA,2016,0.047777985,0.174062371,0.110075694,0.08261469,0.006825187,0.287447255,0.474637007,,
AKSA,2017,0.087938143,0.166811506,0.102759114,0.124948238,0.015612062,0.307586588,0.410255073,,
AKSA,2018,0.053548812,0.200026882,0.093317452,0.115835093,0.013417769,0.31717601,0.345574337,,
AKSA,2019,0.066305453,0.151648276,0.025827374,0.160533592,0.025771034,0.335418696,0.366582846,,
AKSA,2020,0.089312206,0.183963011,0.169668486,0.128088807,0.016406742,0.327440737,0.378837892,,
AKSA,2021,0.123604979,0.300293761,0.012720149,0.165099306,0.027257781,0.22305611,0.300144445,,
AKSA,2022,0.299728286,0.13817084,0.159964051,0.192958583,0.037233015,0.24972169,0.502782747,,
AKSA,2023,0.066074789,0.135472035,0.115316032,0.13791959,0.019021813,0.500797506,0.669335714,,
AKSA,2024,0.031898236,0.088749459,0.07515108,0.126336071,0.015960803,0.535016904,0.670080736,,
ALARKO CARRIER SANAYI TICARE,2000,0.135167608,0.057161349,0.405664334,0.148834477,0.022151702,0.238204497,0.55570761,,
ALARKO CARRIER SANAYI TICARE,2001,0,0.232176722,0.384585232,0.150266741,0.022580094,0.212951323,0.5650709,,
ALARKO CARRIER SANAYI TICARE,2002,0,0.19136003,0.444347346,0.150861234,0.022759112,0.233073038,0.646802834,,
ALARKO CARRIER SANAYI TICARE,2003,0.127361476,0.16947113,0.493272946,0.170392124,0.029033476,0.227770135,0.690215369,,
ALARKO CARRIER SANAYI TICARE,2004,0.044667209,0,0.490497976,0.166653836,0.027773501,0.246794167,0.765490278,,
ALARKO CARRIER SANAYI TICARE,2005,0.093786396,0.076240368,0.460993245,0.17283622,0.029872359,0.253716231,0.744691269,,
ALARKO CARRIER SANAYI TICARE,2006,0.087422713,0.080035683,0.494996946,0.221114339,0.048891551,0.229679075,0.75052843,,
ALARKO CARRIER SANAYI TICARE,2007,0.074632761,0.109534127,0.506214508,0.253715408,0.064371508,0.198805594,0.72703487,,
ALARKO CARRIER SANAYI TICARE,2008,0.086684862,0.12255302,0.584082722,0.215964348,0.0466406,0.181781602,0.773091859,,
ALARKO CARRIER SANAYI TICARE,2009,0.042053646,0,0.657119948,0.151630047,0.022991671,0.177127362,0.826361999,,
ALARKO CARRIER SANAYI TICARE,2010,0.034141547,0.298436044,0.690666385,0.143042862,0.02046126,0.160918325,0.837515369,,
ALARKO CARRIER SANAYI TICARE,2011,0.160299117,0.319464936,0.702916945,0.14899057,0.02219819,0.11716657,0.805863827,,
ALARKO CARRIER SANAYI TICARE,2012,0.078843546,0.308945209,0.737179393,0.154898762,0.023993626,0.107464934,0.827826479,,
ALARKO CARRIER SANAYI TICARE,2013,0.090440511,0.305586101,0.734376107,0.16260711,0.026441072,0.093072815,0.8149855,,
ALARKO CARRIER SANAYI TICARE,2014,0.074703496,0.269329359,0.75690872,0.191523549,0.03668127,0.087962975,0.834830929,,
ALARKO CARRIER SANAYI TICARE,2015,0.08525312,0.275812654,0.743451194,0.19782891,0.039136278,0.07827776,0.811632855,,
ALARKO CARRIER SANAYI TICARE,2016,0.085690433,0.240714488,0.71444998,0.221011607,0.04884613,0.070872768,0.772519026,,
ALARKO CARRIER SANAYI TICARE,2017,0.109670466,0.16435641,0.718883539,0.23527344,0.055353592,0.06076122,0.767424329,,
ALARKO CARRIER SANAYI TICARE,2018,0.088428472,0.182596818,0.63764762,0.312410819,0.09760052,0.049762303,0.684557911,,
ALARKO CARRIER SANAYI TICARE,2019,0.028356516,0.211194208,0.628584129,0.323087859,0.104385765,0.052312972,0.684812876,,
ALARKO CARRIER SANAYI TICARE,2020,0.085400799,0.226869553,0.606761006,0.250849577,0.06292551,0.050156112,0.625802302,,
ALARKO CARRIER SANAYI TICARE,2021,0.061051894,0.176625468,0.415081772,0.244700566,0.059878367,0.032756283,0.422348501,,
ALARKO CARRIER SANAYI TICARE,2022,0.26155391,0.249721413,0.452922861,0.209604434,0.043934019,0.027951713,0.466069729,,
ALARKO CARRIER SANAYI TICARE,2023,-0.106536928,0,0.223621742,0.293716896,0.086269615,0.161894357,0.386124895,,
ALARKO CARRIER SANAYI TICARE,2024,0.076182546,0.070810451,0.447326507,0.233032135,0.054303976,0.17598143,0.474127948,,
ARCELIK AS,2000,0.052111516,2.37643E-06,0.302773649,0.114706648,0.013157615,0.252395737,0.602149004,,
ARCELIK AS,2001,-0.16325492,2.59568E-05,0.431870864,0.104211845,0.010860109,0.275547197,0.575290854,,
ARCELIK AS,2002,0.028878341,0.004195758,0.308731031,0.151136156,0.022842138,0.23332476,0.48293357,,
ARCELIK AS,2003,0.058964486,0.005222298,0.314917269,0.161808155,0.026181879,0.213184371,0.482972692,,
ARCELIK AS,2004,0.084005827,5.44374E-05,0.30154035,0.208350643,0.043409991,0.181155139,0.488983585,,
ARCELIK AS,2005,0.075717765,0.012651768,0.293783562,0.150214938,0.022564528,0.166956372,0.487289531,,
ARCELIK AS,2006,0.050889383,0.045339461,0.196500932,0.200172412,0.040068994,0.174078154,0.335425132,,
ARCELIK AS,2007,0.02417188,0.046346149,0.150338321,0.198677177,0.039472621,0.184784302,0.328756868,,
ARCELIK AS,2008,0.005742919,0.059975792,0.206747244,0.188954356,0.035703748,0.183618264,0.288824197,,
ARCELIK AS,2009,0.075530704,0.140778302,0.152224064,0.141319641,0.019971241,0.193585686,0.426894196,,
ARCELIK AS,2010,0.070624149,0.179897481,0.32867102,0.137091101,0.01879397,0.171030623,0.46542559,,
ARCELIK AS,2011,0.05506845,0.127627802,0.27215658,0.166360306,0.027675751,0.157303746,0.397014466,,
ARCELIK AS,2012,0.051305842,0.170195831,0.272475001,0.156397543,0.024460191,0.156763689,0.383963263,,
ARCELIK AS,2013,0.052392376,0.110996786,0.312680858,0.174338852,0.030394035,0.160967708,0.362701469,,
ARCELIK AS,2014,0.049784893,0.130796317,0.326014713,0.172079802,0.029611458,0.146248106,0.354876662,,
ARCELIK AS,2015,0.064864467,0.157777468,0.303523134,0.156067311,0.024357006,0.149628693,0.340345327,,
ARCELIK AS,2016,0.076875256,0.144409359,0.259008616,0.164363269,0.027015284,0.16265605,0.355103573,,
ARCELIK AS,2017,0.041247239,0.126340843,0.254777348,0.185693682,0.034482143,0.159752002,0.338369079,,
ARCELIK AS,2018,0.030024858,0.188291597,0.236145825,0.180228389,0.032482272,0.15983567,0.289729886,,
ARCELIK AS,2019,0.026629609,0.199745461,0.24381926,0.163495271,0.026730704,0.173955916,0.282640666,,
ARCELIK AS,2020,0.061179323,0.25784087,0.198369982,0.156453589,0.024477726,0.156750115,0.301270333,,
ARCELIK AS,2021,0.036021676,0.188232856,0.224418157,0.200835155,0.040334759,0.15427305,0.247479549,,
ARCELIK AS,2022,0.032702544,0.185486406,0.095482564,0.224150989,0.050243666,0.157455493,0.204969231,,
ARCELIK AS,2023,0.02970248,0.189014386,0.129856317,0.186893771,0.034929282,0.182101015,0.230742318,,
ARCELIK AS,2024,0.004246848,0.127765888,0.020689418,0.182779022,0.033408171,0.231456643,0.188731888,,
ARCELIK AS,2025,-0.015372957,0.179987975,-0.018230664,0.167322347,0.027996768,0.206339708,0.139651772,,
ASELSAN ELEKTRONIK SANAYI VE,2000,0,0.0027154,0.083352559,0.458892992,0.210582778,0.176018601,0.253852719,,
ASELSAN ELEKTRONIK SANAYI VE,2001,0,0.121683321,0.247767803,0.397287966,0.157837728,0.148295362,0.17931413,,
ASELSAN ELEKTRONIK SANAYI VE,2002,0,0.254208082,0.528519412,0.324023976,0.104991537,0.113927031,0.228656602,,
ASELSAN ELEKTRONIK SANAYI VE,2003,0,0.312199452,0.447116802,0.298719008,0.089233046,0.177311431,0.262564086,,
ASELSAN ELEKTRONIK SANAYI VE,2004,0.049242352,0.238422689,0.40473532,0.253389841,0.064206411,0.147361498,0.251936249,,
ASELSAN ELEKTRONIK SANAYI VE,2005,0.071176002,0.002248522,0.370564445,0.251436708,0.063220418,0.14796311,0.294292002,,
ASELSAN ELEKTRONIK SANAYI VE,2006,0.056585605,0.232976798,0.356836687,0.307821861,0.094754298,0.142201125,0.313140415,,
ASELSAN ELEKTRONIK SANAYI VE,2007,0.072476223,0.109754236,0.37831204,0.401130544,0.160905714,0.149124349,0.364699644,,
ASELSAN ELEKTRONIK SANAYI VE,2008,0.007117232,0.073199642,0.33802969,0.366451322,0.134286571,0.129891674,0.282889681,,
ASELSAN ELEKTRONIK SANAYI VE,2009,0.074610285,0,0.445039794,0.218464662,0.047726808,0.09283127,0.265598768,,
ASELSAN ELEKTRONIK SANAYI VE,2010,0.087346544,0,0.507765286,0.176891991,0.031290777,0.098647311,0.306263355,,
ASELSAN ELEKTRONIK SANAYI VE,2011,0.067204031,0.075023704,0.401686173,0.230729451,0.05323608,0.146462607,0.425918587,,
ASELSAN ELEKTRONIK SANAYI VE,2012,0.088202177,0.111874533,0.351073261,0.175928151,0.030950714,0.123967012,0.380870672,,
ASELSAN ELEKTRONIK SANAYI VE,2013,0.059401818,0.025869423,0.277775934,0.223325245,0.049874165,0.185127901,0.402319126,,
ASELSAN ELEKTRONIK SANAYI VE,2014,0.07020452,0.026465299,0.231560181,0.197767135,0.03911184,0.17129281,0.445075394,,
ASELSAN ELEKTRONIK SANAYI VE,2015,0.03409552,0.109039532,0.243998257,0.17433166,0.030391528,0.148090776,0.454874236,,
ASELSAN ELEKTRONIK SANAYI VE,2016,0.092410869,0.135825991,0.328503904,0.179094221,0.03207474,0.112437828,0.428993378,,
ASELSAN ELEKTRONIK SANAYI VE,2017,0.127105918,0.115669436,0.28635628,0.234228995,0.054863222,0.099910361,0.462365604,,
ASELSAN ELEKTRONIK SANAYI VE,2018,0.119042874,0.15999538,0.355978913,0.245353165,0.060198176,0.068620844,0.522605209,,
ASELSAN ELEKTRONIK SANAYI VE,2019,0.130318004,0.137082515,0.24314819,0.221952657,0.049262982,0.061402425,0.52935186,,
ASELSAN ELEKTRONIK SANAYI VE,2020,0.130494401,0.119716859,0.213364438,0.204285599,0.041732606,0.068698518,0.530825994,,
ASELSAN ELEKTRONIK SANAYI VE,2021,0.153631897,0.053693577,0.138434787,0.200948228,0.04038019,0.073947535,0.556633791,,
ASELSAN ELEKTRONIK SANAYI VE,2022,0.156694623,0.074785754,0.113724503,0.201189114,0.04047706,0.083207843,0.524184056,,
ASELSAN ELEKTRONIK SANAYI VE,2023,0.048416638,0.043897741,0.150787939,0.261993957,0.068640834,0.157591462,0.58694129,,
ASELSAN ELEKTRONIK SANAYI VE,2024,0.063010296,0.068523207,0.149744225,0.21930369,0.048094108,0.154075064,0.582210042,,
AYGAZ AS,2000,0.140037167,0.000378271,0.212442852,0.0617688,0.003815385,0.3239674,0.489269581,,
AYGAZ AS,2001,0.111114653,7.96723E-05,0.289383191,0.063379178,0.00401692,0.387327317,0.618039848,,
AYGAZ AS,2002,0.042419515,0.00021282,0.039969704,0.066086318,0.004367401,0.42304395,0.506728387,,
AYGAZ AS,2003,0.112586176,8.65472E-05,0.0936063,0.0772261,0.005963871,0.450673026,0.649241344,,
AYGAZ AS,2004,0.046289963,0.000258776,0.129273973,0.102478503,0.010501844,0.453341546,0.624245235,,
AYGAZ AS,2005,0.056737241,0.000157083,0.105248342,0.082522155,0.006809906,0.388765526,0.599734718,,
AYGAZ AS,2006,0.045119191,0.272456941,0.218273848,0.047380907,0.00224495,0.222196316,0.556276074,,
AYGAZ AS,2007,0.156556256,0.038811912,0.059914003,0.05246077,0.002752132,0.309504899,0.653244628,,
AYGAZ AS,2008,0.006738391,0.164476385,-0.009589936,0.043656338,0.001905876,0.272620468,0.597852721,,
AYGAZ AS,2009,0.120646818,0.156395173,0.116288459,0.035804335,0.00128195,0.272770286,0.673782597,,
AYGAZ AS,2010,0.085411935,0.093602692,0.18429382,0.056747851,0.003220319,0.169531268,0.718316993,,
AYGAZ AS,2011,0.139999919,0.093764921,0.126949995,0.068575061,0.004702539,0.211202073,0.794444426,,
AYGAZ AS,2012,0.102659277,0.042406694,0.084731527,0.073337043,0.005378322,0.200061903,0.805253606,,
AYGAZ AS,2013,0.06437682,0.054277726,0.062721395,0.086450297,0.007473654,0.184841104,0.703689044,,
AYGAZ AS,2014,0.063875755,0.047155252,-0.000333214,0.032368389,0.001047713,0.171461202,0.691394864,,
AYGAZ AS,2015,0.106828495,0.073701001,0.045541176,0.047499645,0.002256216,0.166143557,0.666650665,,
AYGAZ AS,2016,0.096345915,0.131590622,0.081843383,0.061844774,0.003824776,0.152569448,0.635450763,,
AYGAZ AS,2017,0.116188771,0.119441346,0.062164785,0.065155994,0.004245304,0.136507646,0.588589108,,
AYGAZ AS,2018,0.045556122,0.129260159,0.026631171,0.069478058,0.004827201,0.136943838,0.499161916,,
AYGAZ AS,2019,0.0551937,0.134290602,0.01898722,0.053141573,0.002824027,0.166022888,0.500131891,,
AYGAZ AS,2020,-0.00461314,0.17805473,0.063318777,0.074205596,0.00550647,0.160864762,0.429527324,,
AYGAZ AS,2021,0.080414552,0.203216894,0.09227408,0.171974856,0.029575351,0.115221398,0.326311803,,
AYGAZ AS,2022,0.284328133,0.109721729,-0.007075368,0.140292236,0.019681912,0.066247512,0.471811276,,
AYGAZ AS,2023,0.128904211,0.07305238,0.023982051,0.042973498,0.001846721,0.104159504,0.790743249,,
AYGAZ AS,2024,0.034318833,0.06215083,0.046567476,0.040058538,0.001604686,0.134465534,0.845151147,,
CELIK HALAT,2002,-0.006742436,0.101327306,0.221532316,0.242727743,0.058916757,0.280689211,0.394191837,,
CELIK HALAT,2003,0.073947314,0.091500726,0.255289359,0.179397428,0.032183437,0.296359676,0.547448662,,
CELIK HALAT,2004,0.060620514,0.042663296,0.283666802,0.263921017,0.069654303,0.313690888,0.564185725,,
CELIK HALAT,2005,0.046107744,0.180480828,0.309904879,0.148856955,0.022158393,0.307838997,0.583418466,,
CELIK HALAT,2006,0.052263944,0.088263862,0.281076278,0.143689682,0.020646725,0.32592118,0.583355721,,
CELIK HALAT,2007,0.01248676,0.058441294,0.253951764,0.132261876,0.017493204,0.349588528,0.587509166,,
CELIK HALAT,2008,0.075633336,0.021861548,0.153397784,0.139848987,0.019557739,0.374257286,0.482308941,,
CELIK HALAT,2009,-0.045729545,0.083364626,0.109692494,0.180386921,0.032539441,0.436934118,0.429562871,,
CELIK HALAT,2010,0.02091194,0,0.074771376,0.164187504,0.026957536,0.377566029,0.415949351,,
CELIK HALAT,2011,-0.030925821,0.024263206,0.011274361,0.233484526,0.054515024,0.335669951,0.321964929,,
CELIK HALAT,2012,0.005337421,0.026208105,0.028589415,0.154114604,0.023751311,0.404042754,0.411405658,,
CELIK HALAT,2013,-0.006067622,0.137938605,0.122979123,0.224232566,0.050280243,0.301115724,0.274400224,,
CELIK HALAT,2014,0.078301858,0.129272125,0.084907077,0.132524695,0.017562795,0.303369662,0.346383643,,
CELIK HALAT,2015,0.006127817,0.125494995,0.052635636,0.153041266,0.023421629,0.294616963,0.30787463,,
CELIK HALAT,2016,0.016340881,0.141695039,0.077894971,0.237288001,0.056305595,0.228923121,0.2665254,,
CELIK HALAT,2017,0.071595791,0.074661807,0.061666157,0.2510475,0.063024847,0.247502627,0.283430213,,
CELIK HALAT,2018,0.08894666,0.014271744,-0.008288068,0.282646373,0.079888972,0.3021853,0.265949207,,
CELIK HALAT,2019,-0.043583272,0.071878194,-0.123695902,0.261929294,0.068606955,0.25571801,0.139680884,,
CELIK HALAT,2020,-0.031808562,0.045923098,-0.148222187,0.301960309,0.091180028,0.234572006,0.093970417,,
CELIK HALAT,2021,0.013108585,0.131399155,-0.024269836,0.371677632,0.138144262,0.128660771,0.089078833,,
CELIK HALAT,2022,0.0128882,0,-0.101027949,0.333959029,0.111528633,0.180789309,0.038893409,,
CELIK HALAT,2023,0.024593454,0,-0.30628125,0.167003805,0.027890271,0.51047658,0.224562581,,
CELIK HALAT,2024,-0.027762918,0.010200266,-0.018437993,0.048239407,0.00232704,0.813937334,0.660092628,,
CIMSA CIMENTO SANAYI VE TICA,2000,0,0.031794871,0.234115085,0.11060669,0.01223384,0.468284615,0.708183704,,
CIMSA CIMENTO SANAYI VE TICA,2001,0,0.010300233,0.269741651,0.134074842,0.017976063,0.352207374,0.711466104,,
CIMSA CIMENTO SANAYI VE TICA,2002,0,0.007847228,0.316353039,0.099089814,0.009818791,0.350637923,0.798352029,,
CIMSA CIMENTO SANAYI VE TICA,2003,0,4.49112E-06,0.207099574,0.065582652,0.004301084,0.394443084,0.878123628,,
CIMSA CIMENTO SANAYI VE TICA,2004,0.112159168,0.023299397,0.214163427,0.066646552,0.004441763,0.373255864,0.889964915,,
CIMSA CIMENTO SANAYI VE TICA,2005,0.121495296,0.001090574,0.082995695,0.046681681,0.002179179,0.353653368,0.697793335,,
CIMSA CIMENTO SANAYI VE TICA,2006,0.1395294,0.055104968,0.070166589,0.060778578,0.003694036,0.351788459,0.720425511,,
CIMSA CIMENTO SANAYI VE TICA,2007,0.256500547,0.049577882,0.106212567,0.078999783,0.006240966,0.367726041,0.818762294,,
CIMSA CIMENTO SANAYI VE TICA,2008,0.070187582,0.008847755,0.010174918,0.097438667,0.009494294,0.402435529,0.699441762,,
CIMSA CIMENTO SANAYI VE TICA,2009,0.090130286,0.042583358,0.044622131,0.052839738,0.002792038,0.363747676,0.776917685,,
CIMSA CIMENTO SANAYI VE TICA,2010,0.091431132,0.009420225,0.051995128,0.081867147,0.00670223,0.425330096,0.775956332,,
CIMSA CIMENTO SANAYI VE TICA,2011,0.098633446,0.010747599,0.021934088,0.091053207,0.008290687,0.451313631,0.689062295,,
CIMSA CIMENTO SANAYI VE TICA,2012,0.073493237,0.011214515,-0.025325996,0.067303018,0.004529696,0.436644871,0.658409007,,
CIMSA CIMENTO SANAYI VE TICA,2013,0.209936737,0.027725502,0.101854154,0.072992549,0.005327912,0.49729863,0.782300123,,
CIMSA CIMENTO SANAYI VE TICA,2014,0.127994657,0.032811643,0.111160044,0.079351899,0.006296724,0.469506748,0.775824801,,
CIMSA CIMENTO SANAYI VE TICA,2015,0.12384545,0.113137221,0.122623556,0.04850462,0.002352698,0.450362604,0.651896232,,
CIMSA CIMENTO SANAYI VE TICA,2016,0.096838354,0.012921805,-0.129967109,0.069633208,0.004848784,0.585132839,0.534926031,,
CIMSA CIMENTO SANAYI VE TICA,2017,0.070425758,0.063008836,-0.072901664,0.045266696,0.002049074,0.559009391,0.438665207,,
CIMSA CIMENTO SANAYI VE TICA,2018,0.044467993,0.062407488,-0.142491552,0.054608381,0.002982075,0.569037101,0.416614117,,
CIMSA CIMENTO SANAYI VE TICA,2019,0.003488701,0.070826016,-0.077303519,0.048949906,0.002396093,0.56441355,0.393604939,,
CIMSA CIMENTO SANAYI VE TICA,2020,0.040383047,0.176239018,-0.074366829,0.044578843,0.001987273,0.312814012,0.358506288,,
CIMSA CIMENTO SANAYI VE TICA,2021,0.13850156,0.049137664,0.057935735,0.132899479,0.017662271,0.278999399,0.528287041,,
CIMSA CIMENTO SANAYI VE TICA,2022,0.295861451,0.138186214,0.081701374,0.097112397,0.009430818,0.154483553,0.526664339,,
CIMSA CIMENTO SANAYI VE TICA,2023,0.064890405,0.164295888,0.083606179,0.074536964,0.005555759,0.413842925,0.610487665,,
